hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"Duluth, MN-WI",20260,2023,1,372.34,
traditional,all-transactions,quarterly,MSA,"Duluth, MN-WI",20260,2023,2,390.36,
traditional,all-transactions,quarterly,MSA,"Durham-Chapel Hill, NC",20500,2023,1,353.65,
traditional,all-transactions,quarterly,MSA,"Durham-Chapel Hill, NC",20500,2023,2,361.19,
traditional,all-transactions,quarterly,MSA,"East Stroudsburg, PA",20700,2023,1,277.89,
traditional,all-transactions,quarterly,MSA,"East Stroudsburg, PA",20700,2023,2,269.01,
traditional,all-transactions,quarterly,MSA,"Eau Claire, WI",20740,2023,1,334.56,
traditional,all-transactions,quarterly,MSA,"Eau Claire, WI",20740,2023,2,364.89,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2023,1,312.01,
traditional,all-transactions,quarterly,MSA,"El Centro, CA",20940,2023,2,306.58,
traditional,all-transactions,quarterly,MSA,"Elgin, IL (MSAD)",20994,2023,1,210.09,
traditional,all-transactions,quarterly,MSA,"Elgin, IL (MSAD)",20994,2023,2,226.42,
traditional,all-transactions,quarterly,MSA,"Elizabethtown-Fort Knox, KY",21060,2023,1,302.89,
traditional,all-transactions,quarterly,MSA,"Elizabethtown-Fort Knox, KY",21060,2023,2,310.29,
traditional,all-transactions,quarterly,MSA,"Elkhart-Goshen, IN",21140,2023,1,265.52,
traditional,all-transactions,quarterly,MSA,"Elkhart-Goshen, IN",21140,2023,2,283.74,
traditional,all-transactions,quarterly,MSA,"Elmira, NY",21300,2023,1,221.38,
traditional,all-transactions,quarterly,MSA,"Elmira, NY",21300,2023,2,254.57,
traditional,all-transactions,quarterly,MSA,"El Paso, TX",21340,2023,1,267.42,
traditional,all-transactions,quarterly,MSA,"El Paso, TX",21340,2023,2,280.95,
traditional,all-transactions,quarterly,MSA,"Enid, OK",21420,2023,1,254.51,
traditional,all-transactions,quarterly,MSA,"Enid, OK",21420,2023,2,262.12,
traditional,all-transactions,quarterly,MSA,"Erie, PA",21500,2023,1,240.94,
traditional,all-transactions,quarterly,MSA,"Erie, PA",21500,2023,2,247.42,
traditional,all-transactions,quarterly,MSA,"Eugene-Springfield, OR",21660,2023,1,386.57,
traditional,all-transactions,quarterly,MSA,"Eugene-Springfield, OR",21660,2023,2,393.87,
traditional,all-transactions,quarterly,MSA,"Evansville, IN-KY",21780,2023,1,265.1,
traditional,all-transactions,quarterly,MSA,"Evansville, IN-KY",21780,2023,2,274.35,
traditional,all-transactions,quarterly,MSA,"Fairbanks, AK",21820,2023,1,255.12,
traditional,all-transactions,quarterly,MSA,"Fairbanks, AK",21820,2023,2,256.74,
traditional,all-transactions,quarterly,MSA,"Fargo, ND-MN",22020,2023,1,313.47,
traditional,all-transactions,quarterly,MSA,"Fargo, ND-MN",22020,2023,2,320.43,
traditional,all-transactions,quarterly,MSA,"Farmington, NM",22140,2023,1,271.88,
traditional,all-transactions,quarterly,MSA,"Farmington, NM",22140,2023,2,271.64,
traditional,all-transactions,quarterly,MSA,"Fayetteville, NC",22180,2023,1,253.24,
traditional,all-transactions,quarterly,MSA,"Fayetteville, NC",22180,2023,2,260.06,
traditional,all-transactions,quarterly,MSA,"Fayetteville-Springdale-Rogers, AR",22220,2023,1,341.19,
traditional,all-transactions,quarterly,MSA,"Fayetteville-Springdale-Rogers, AR",22220,2023,2,352.03,
traditional,all-transactions,quarterly,MSA,"Flagstaff, AZ",22380,2023,1,431.69,
traditional,all-transactions,quarterly,MSA,"Flagstaff, AZ",22380,2023,2,440.19,
traditional,all-transactions,quarterly,MSA,"Flint, MI",22420,2023,1,233.49,
traditional,all-transactions,quarterly,MSA,"Flint, MI",22420,2023,2,242.76,
traditional,all-transactions,quarterly,MSA,"Florence, SC",22500,2023,1,245.26,
traditional,all-transactions,quarterly,MSA,"Florence, SC",22500,2023,2,247.39,
traditional,all-transactions,quarterly,MSA,"Florence-Muscle Shoals, AL",22520,2023,1,283.26,
traditional,all-transactions,quarterly,MSA,"Florence-Muscle Shoals, AL",22520,2023,2,267.66,
traditional,all-transactions,quarterly,MSA,"Fond du Lac, WI",22540,2023,1,260.75,
traditional,all-transactions,quarterly,MSA,"Fond du Lac, WI",22540,2023,2,264.57,
traditional,all-transactions,quarterly,MSA,"Fort Collins, CO",22660,2023,1,430.3,
traditional,all-transactions,quarterly,MSA,"Fort Collins, CO",22660,2023,2,436.37,
traditional,all-transactions,quarterly,MSA,"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",22744,2023,1,491.17,
traditional,all-transactions,quarterly,MSA,"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",22744,2023,2,504.9,
traditional,all-transactions,quarterly,MSA,"Fort Smith, AR-OK",22900,2023,1,276.91,
traditional,all-transactions,quarterly,MSA,"Fort Smith, AR-OK",22900,2023,2,273.54,
traditional,all-transactions,quarterly,MSA,"Fort Wayne, IN",23060,2023,1,265.92,
traditional,all-transactions,quarterly,MSA,"Fort Wayne, IN",23060,2023,2,288.42,
traditional,all-transactions,quarterly,MSA,"Fort Worth-Arlington-Grapevine, TX (MSAD)",23104,2023,1,383.03,
traditional,all-transactions,quarterly,MSA,"Fort Worth-Arlington-Grapevine, TX (MSAD)",23104,2023,2,388.49,
traditional,all-transactions,quarterly,MSA,"Frederick-Gaithersburg-Rockville, MD (MSAD)",23224,2023,1,316.56,
traditional,all-transactions,quarterly,MSA,"Frederick-Gaithersburg-Rockville, MD (MSAD)",23224,2023,2,333.07,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,2023,1,353.92,
traditional,all-transactions,quarterly,MSA,"Fresno, CA",23420,2023,2,360.95,
traditional,all-transactions,quarterly,MSA,"Gadsden, AL",23460,2023,1,285.23,
traditional,all-transactions,quarterly,MSA,"Gadsden, AL",23460,2023,2,273.57,
traditional,all-transactions,quarterly,MSA,"Gainesville, FL",23540,2023,1,367.11,
traditional,all-transactions,quarterly,MSA,"Gainesville, FL",23540,2023,2,373.2,
traditional,all-transactions,quarterly,MSA,"Gainesville, GA",23580,2023,1,343.13,
traditional,all-transactions,quarterly,MSA,"Gainesville, GA",23580,2023,2,368.5,
traditional,all-transactions,quarterly,MSA,"Gary, IN (MSAD)",23844,2023,1,251.28,
traditional,all-transactions,quarterly,MSA,"Gary, IN (MSAD)",23844,2023,2,260.75,
traditional,all-transactions,quarterly,MSA,"Gettysburg, PA",23900,2023,1,269.84,
traditional,all-transactions,quarterly,MSA,"Gettysburg, PA",23900,2023,2,287.46,
traditional,all-transactions,quarterly,MSA,"Glens Falls, NY",24020,2023,1,269.71,
traditional,all-transactions,quarterly,MSA,"Glens Falls, NY",24020,2023,2,289.08,
traditional,all-transactions,quarterly,MSA,"Goldsboro, NC",24140,2023,1,239.62,
traditional,all-transactions,quarterly,MSA,"Goldsboro, NC",24140,2023,2,259.87,
traditional,all-transactions,quarterly,MSA,"Grand Forks, ND-MN",24220,2023,1,280.46,
traditional,all-transactions,quarterly,MSA,"Grand Forks, ND-MN",24220,2023,2,297.98,
traditional,all-transactions,quarterly,MSA,"Grand Island, NE",24260,2023,1,310.0,
traditional,all-transactions,quarterly,MSA,"Grand Island, NE",24260,2023,2,314.0,
traditional,all-transactions,quarterly,MSA,"Grand Junction, CO",24300,2023,1,406.1,
traditional,all-transactions,quarterly,MSA,"Grand Junction, CO",24300,2023,2,422.62,
traditional,all-transactions,quarterly,MSA,"Grand Rapids-Kentwood, MI",24340,2023,1,316.89,
traditional,all-transactions,quarterly,MSA,"Grand Rapids-Kentwood, MI",24340,2023,2,336.58,
traditional,all-transactions,quarterly,MSA,"Grants Pass, OR",24420,2023,1,374.68,
traditional,all-transactions,quarterly,MSA,"Grants Pass, OR",24420,2023,2,387.22,
traditional,all-transactions,quarterly,MSA,"Great Falls, MT",24500,2023,1,334.85,
traditional,all-transactions,quarterly,MSA,"Great Falls, MT",24500,2023,2,373.82,
traditional,all-transactions,quarterly,MSA,"Greeley, CO",24540,2023,1,406.07,
traditional,all-transactions,quarterly,MSA,"Greeley, CO",24540,2023,2,413.21,
traditional,all-transactions,quarterly,MSA,"Green Bay, WI",24580,2023,1,270.13,
traditional,all-transactions,quarterly,MSA,"Green Bay, WI",24580,2023,2,288.37,
traditional,all-transactions,quarterly,MSA,"Greensboro-High Point, NC",24660,2023,1,261.27,
traditional,all-transactions,quarterly,MSA,"Greensboro-High Point, NC",24660,2023,2,272.28,
traditional,all-transactions,quarterly,MSA,"Greenville, NC",24780,2023,1,238.54,
traditional,all-transactions,quarterly,MSA,"Greenville, NC",24780,2023,2,239.76,
traditional,all-transactions,quarterly,MSA,"Greenville-Anderson, SC",24860,2023,1,338.5,
traditional,all-transactions,quarterly,MSA,"Greenville-Anderson, SC",24860,2023,2,346.87,
traditional,all-transactions,quarterly,MSA,"Gulfport-Biloxi, MS",25060,2023,1,279.31,
traditional,all-transactions,quarterly,MSA,"Gulfport-Biloxi, MS",25060,2023,2,299.89,
traditional,all-transactions,quarterly,MSA,"Hagerstown-Martinsburg, MD-WV",25180,2023,1,275.44,
traditional,all-transactions,quarterly,MSA,"Hagerstown-Martinsburg, MD-WV",25180,2023,2,287.27,
traditional,all-transactions,quarterly,MSA,"Hammond, LA",25220,2023,1,297.68,
traditional,all-transactions,quarterly,MSA,"Hammond, LA",25220,2023,2,272.24,
traditional,all-transactions,quarterly,MSA,"Hanford-Corcoran, CA",25260,2023,1,313.48,
traditional,all-transactions,quarterly,MSA,"Hanford-Corcoran, CA",25260,2023,2,312.7,
traditional,all-transactions,quarterly,MSA,"Harrisburg-Carlisle, PA",25420,2023,1,260.77,
traditional,all-transactions,quarterly,MSA,"Harrisburg-Carlisle, PA",25420,2023,2,271.36,
traditional,all-transactions,quarterly,MSA,"Harrisonburg, VA",25500,2023,1,302.2,
traditional,all-transactions,quarterly,MSA,"Harrisonburg, VA",25500,2023,2,305.78,
traditional,all-transactions,quarterly,MSA,"Hartford-East Hartford-Middletown, CT",25540,2023,1,244.01,
traditional,all-transactions,quarterly,MSA,"Hartford-East Hartford-Middletown, CT",25540,2023,2,259.39,
traditional,all-transactions,quarterly,MSA,"Hattiesburg, MS",25620,2023,1,278.95,
traditional,all-transactions,quarterly,MSA,"Hattiesburg, MS",25620,2023,2,269.62,
traditional,all-transactions,quarterly,MSA,"Hickory-Lenoir-Morganton, NC",25860,2023,1,309.06,
traditional,all-transactions,quarterly,MSA,"Hickory-Lenoir-Morganton, NC",25860,2023,2,307.35,
traditional,all-transactions,quarterly,MSA,"Hilton Head Island-Bluffton, SC",25940,2023,1,409.8,
traditional,all-transactions,quarterly,MSA,"Hilton Head Island-Bluffton, SC",25940,2023,2,407.84,
traditional,all-transactions,quarterly,MSA,"Hinesville, GA",25980,2023,1,297.93,
traditional,all-transactions,quarterly,MSA,"Hinesville, GA",25980,2023,2,281.62,
traditional,all-transactions,quarterly,MSA,"Homosassa Springs, FL",26140,2023,1,394.43,
traditional,all-transactions,quarterly,MSA,"Homosassa Springs, FL",26140,2023,2,396.7,
traditional,all-transactions,quarterly,MSA,"Hot Springs, AR",26300,2023,1,306.14,
traditional,all-transactions,quarterly,MSA,"Hot Springs, AR",26300,2023,2,314.69,
traditional,all-transactions,quarterly,MSA,"Houma-Thibodaux, LA",26380,2023,1,284.01,
traditional,all-transactions,quarterly,MSA,"Houma-Thibodaux, LA",26380,2023,2,297.99,
traditional,all-transactions,quarterly,MSA,"Houston-The Woodlands-Sugar Land, TX",26420,2023,1,377.77,
traditional,all-transactions,quarterly,MSA,"Houston-The Woodlands-Sugar Land, TX",26420,2023,2,387.43,
traditional,all-transactions,quarterly,MSA,"Huntington-Ashland, WV-KY-OH",26580,2023,1,234.2,
traditional,all-transactions,quarterly,MSA,"Huntington-Ashland, WV-KY-OH",26580,2023,2,229.2,
traditional,all-transactions,quarterly,MSA,"Huntsville, AL",26620,2023,1,293.28,
traditional,all-transactions,quarterly,MSA,"Huntsville, AL",26620,2023,2,303.04,
traditional,all-transactions,quarterly,MSA,"Idaho Falls, ID",26820,2023,1,404.2,
traditional,all-transactions,quarterly,MSA,"Idaho Falls, ID",26820,2023,2,409.94,
traditional,all-transactions,quarterly,MSA,"Indianapolis-Carmel-Anderson, IN",26900,2023,1,274.27,
traditional,all-transactions,quarterly,MSA,"Indianapolis-Carmel-Anderson, IN",26900,2023,2,286.86,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2023,1,243.26,
traditional,all-transactions,quarterly,MSA,"Iowa City, IA",26980,2023,2,248.05,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2023,1,291.53,
traditional,all-transactions,quarterly,MSA,"Ithaca, NY",27060,2023,2,323.55,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2023,1,253.6,
traditional,all-transactions,quarterly,MSA,"Jackson, MI",27100,2023,2,268.56,
traditional,all-transactions,quarterly,MSA,"Jackson, MS",27140,2023,1,231.07,
traditional,all-transactions,quarterly,MSA,"Jackson, MS",27140,2023,2,224.66,
traditional,all-transactions,quarterly,MSA,"Jackson, TN",27180,2023,1,259.52,
traditional,all-transactions,quarterly,MSA,"Jackson, TN",27180,2023,2,258.47,
traditional,all-transactions,quarterly,MSA,"Jacksonville, FL",27260,2023,1,433.88,
traditional,all-transactions,quarterly,MSA,"Jacksonville, FL",27260,2023,2,445.05,
traditional,all-transactions,quarterly,MSA,"Jacksonville, NC",27340,2023,1,320.47,
traditional,all-transactions,quarterly,MSA,"Jacksonville, NC",27340,2023,2,335.04,
traditional,all-transactions,quarterly,MSA,"Janesville-Beloit, WI",27500,2023,1,284.42,
traditional,all-transactions,quarterly,MSA,"Janesville-Beloit, WI",27500,2023,2,285.32,
traditional,all-transactions,quarterly,MSA,"Jefferson City, MO",27620,2023,1,268.53,
traditional,all-transactions,quarterly,MSA,"Jefferson City, MO",27620,2023,2,282.28,
traditional,all-transactions,quarterly,MSA,"Johnson City, TN",27740,2023,1,341.82,
traditional,all-transactions,quarterly,MSA,"Johnson City, TN",27740,2023,2,341.19,
traditional,all-transactions,quarterly,MSA,"Johnstown, PA",27780,2023,1,228.95,
traditional,all-transactions,quarterly,MSA,"Johnstown, PA",27780,2023,2,241.39,
traditional,all-transactions,quarterly,MSA,"Jonesboro, AR",27860,2023,1,238.32,
traditional,all-transactions,quarterly,MSA,"Jonesboro, AR",27860,2023,2,238.46,
traditional,all-transactions,quarterly,MSA,"Joplin, MO",27900,2023,1,255.44,
traditional,all-transactions,quarterly,MSA,"Joplin, MO",27900,2023,2,277.64,
traditional,all-transactions,quarterly,MSA,"Kahului-Wailuku-Lahaina, HI",27980,2023,1,421.21,
traditional,all-transactions,quarterly,MSA,"Kahului-Wailuku-Lahaina, HI",27980,2023,2,451.28,
traditional,all-transactions,quarterly,MSA,"Kalamazoo-Portage, MI",28020,2023,1,266.04,
traditional,all-transactions,quarterly,MSA,"Kalamazoo-Portage, MI",28020,2023,2,281.6,
traditional,all-transactions,quarterly,MSA,"Kankakee, IL",28100,2023,1,202.59,
traditional,all-transactions,quarterly,MSA,"Kankakee, IL",28100,2023,2,212.83,
traditional,all-transactions,quarterly,MSA,"Kansas City, MO-KS",28140,2023,1,322.09,
traditional,all-transactions,quarterly,MSA,"Kansas City, MO-KS",28140,2023,2,335.91,
traditional,all-transactions,quarterly,MSA,"Kennewick-Richland, WA",28420,2023,1,349.96,
traditional,all-transactions,quarterly,MSA,"Kennewick-Richland, WA",28420,2023,2,353.27,
traditional,all-transactions,quarterly,MSA,"Killeen-Temple, TX",28660,2023,1,311.61,
traditional,all-transactions,quarterly,MSA,"Killeen-Temple, TX",28660,2023,2,315.23,
traditional,all-transactions,quarterly,MSA,"Kingsport-Bristol, TN-VA",28700,2023,1,330.1,
traditional,all-transactions,quarterly,MSA,"Kingsport-Bristol, TN-VA",28700,2023,2,343.33,
traditional,all-transactions,quarterly,MSA,"Kingston, NY",28740,2023,1,402.79,
traditional,all-transactions,quarterly,MSA,"Kingston, NY",28740,2023,2,417.02,
traditional,all-transactions,quarterly,MSA,"Knoxville, TN",28940,2023,1,365.57,
traditional,all-transactions,quarterly,MSA,"Knoxville, TN",28940,2023,2,390.65,
traditional,all-transactions,quarterly,MSA,"Kokomo, IN",29020,2023,1,213.1,
traditional,all-transactions,quarterly,MSA,"Kokomo, IN",29020,2023,2,230.39,
traditional,all-transactions,quarterly,MSA,"La Crosse-Onalaska, WI-MN",29100,2023,1,326.02,
traditional,all-transactions,quarterly,MSA,"La Crosse-Onalaska, WI-MN",29100,2023,2,333.61,
traditional,all-transactions,quarterly,MSA,"Lafayette, LA",29180,2023,1,261.83,
traditional,all-transactions,quarterly,MSA,"Lafayette, LA",29180,2023,2,273.25,
traditional,all-transactions,quarterly,MSA,"Lafayette-West Lafayette, IN",29200,2023,1,241.5,
traditional,all-transactions,quarterly,MSA,"Lafayette-West Lafayette, IN",29200,2023,2,256.34,
traditional,all-transactions,quarterly,MSA,"Lake Charles, LA",29340,2023,1,266.68,
traditional,all-transactions,quarterly,MSA,"Lake Charles, LA",29340,2023,2,276.19,
traditional,all-transactions,quarterly,MSA,"Lake County-Kenosha County, IL-WI (MSAD)",29404,2023,1,212.94,
traditional,all-transactions,quarterly,MSA,"Lake County-Kenosha County, IL-WI (MSAD)",29404,2023,2,219.91,
traditional,all-transactions,quarterly,MSA,"Lake Havasu City-Kingman, AZ",29420,2023,1,391.67,
traditional,all-transactions,quarterly,MSA,"Lake Havasu City-Kingman, AZ",29420,2023,2,393.69,
traditional,all-transactions,quarterly,MSA,"Lakeland-Winter Haven, FL",29460,2023,1,407.01,
traditional,all-transactions,quarterly,MSA,"Lakeland-Winter Haven, FL",29460,2023,2,415.85,
traditional,all-transactions,quarterly,MSA,"Lancaster, PA",29540,2023,1,291.85,
traditional,all-transactions,quarterly,MSA,"Lancaster, PA",29540,2023,2,304.96,
traditional,all-transactions,quarterly,MSA,"Lansing-East Lansing, MI",29620,2023,1,236.55,
traditional,all-transactions,quarterly,MSA,"Lansing-East Lansing, MI",29620,2023,2,253.62,
traditional,all-transactions,quarterly,MSA,"Laredo, TX",29700,2023,1,261.3,
traditional,all-transactions,quarterly,MSA,"Laredo, TX",29700,2023,2,265.37,
traditional,all-transactions,quarterly,MSA,"Las Cruces, NM",29740,2023,1,272.42,
traditional,all-transactions,quarterly,MSA,"Las Cruces, NM",29740,2023,2,270.74,
traditional,all-transactions,quarterly,MSA,"Las Vegas-Henderson-Paradise, NV",29820,2023,1,335.42,
traditional,all-transactions,quarterly,MSA,"Las Vegas-Henderson-Paradise, NV",29820,2023,2,336.45,
traditional,all-transactions,quarterly,MSA,"Lawrence, KS",29940,2023,1,290.16,
traditional,all-transactions,quarterly,MSA,"Lawrence, KS",29940,2023,2,322.29,
traditional,all-transactions,quarterly,MSA,"Lawton, OK",30020,2023,1,193.27,
traditional,all-transactions,quarterly,MSA,"Lawton, OK",30020,2023,2,202.67,
traditional,all-transactions,quarterly,MSA,"Lebanon, PA",30140,2023,1,269.2,
traditional,all-transactions,quarterly,MSA,"Lebanon, PA",30140,2023,2,288.5,
traditional,all-transactions,quarterly,MSA,"Lewiston, ID-WA",30300,2023,1,381.34,
traditional,all-transactions,quarterly,MSA,"Lewiston, ID-WA",30300,2023,2,386.1,
traditional,all-transactions,quarterly,MSA,"Lewiston-Auburn, ME",30340,2023,1,322.89,
traditional,all-transactions,quarterly,MSA,"Lewiston-Auburn, ME",30340,2023,2,362.64,
traditional,all-transactions,quarterly,MSA,"Lexington-Fayette, KY",30460,2023,1,301.33,
traditional,all-transactions,quarterly,MSA,"Lexington-Fayette, KY",30460,2023,2,317.98,
traditional,all-transactions,quarterly,MSA,"Lima, OH",30620,2023,1,251.25,
traditional,all-transactions,quarterly,MSA,"Lima, OH",30620,2023,2,259.09,
traditional,all-transactions,quarterly,MSA,"Lincoln, NE",30700,2023,1,294.2,
traditional,all-transactions,quarterly,MSA,"Lincoln, NE",30700,2023,2,308.02,
traditional,all-transactions,quarterly,MSA,"Little Rock-North Little Rock-Conway, AR",30780,2023,1,255.71,
traditional,all-transactions,quarterly,MSA,"Little Rock-North Little Rock-Conway, AR",30780,2023,2,261.98,
traditional,all-transactions,quarterly,MSA,"Logan, UT-ID",30860,2023,1,403.69,
traditional,all-transactions,quarterly,MSA,"Logan, UT-ID",30860,2023,2,405.18,
traditional,all-transactions,quarterly,MSA,"Longview, TX",30980,2023,1,317.56,
traditional,all-transactions,quarterly,MSA,"Longview, TX",30980,2023,2,321.68,
traditional,all-transactions,quarterly,MSA,"Longview, WA",31020,2023,1,368.53,
traditional,all-transactions,quarterly,MSA,"Longview, WA",31020,2023,2,379.37,
traditional,all-transactions,quarterly,MSA,"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2023,1,497.02,
traditional,all-transactions,quarterly,MSA,"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2023,2,508.2,
traditional,all-transactions,quarterly,MSA,"Louisville/Jefferson County, KY-IN",31140,2023,1,283.08,
traditional,all-transactions,quarterly,MSA,"Louisville/Jefferson County, KY-IN",31140,2023,2,294.1,
traditional,all-transactions,quarterly,MSA,"Lubbock, TX",31180,2023,1,278.43,
traditional,all-transactions,quarterly,MSA,"Lubbock, TX",31180,2023,2,281.09,
traditional,all-transactions,quarterly,MSA,"Lynchburg, VA",31340,2023,1,296.21,
traditional,all-transactions,quarterly,MSA,"Lynchburg, VA",31340,2023,2,302.81,
traditional,all-transactions,quarterly,MSA,"Macon-Bibb County, GA",31420,2023,1,219.87,
traditional,all-transactions,quarterly,MSA,"Macon-Bibb County, GA",31420,2023,2,231.0,
traditional,all-transactions,quarterly,MSA,"Madera, CA",31460,2023,1,326.11,
traditional,all-transactions,quarterly,MSA,"Madera, CA",31460,2023,2,336.0,
traditional,all-transactions,quarterly,MSA,"Madison, WI",31540,2023,1,303.22,
traditional,all-transactions,quarterly,MSA,"Madison, WI",31540,2023,2,321.24,
traditional,all-transactions,quarterly,MSA,"Manchester-Nashua, NH",31700,2023,1,390.83,
traditional,all-transactions,quarterly,MSA,"Manchester-Nashua, NH",31700,2023,2,403.65,
traditional,all-transactions,quarterly,MSA,"Manhattan, KS",31740,2023,1,295.28,
traditional,all-transactions,quarterly,MSA,"Manhattan, KS",31740,2023,2,289.81,
traditional,all-transactions,quarterly,MSA,"Mankato, MN",31860,2023,1,286.92,
traditional,all-transactions,quarterly,MSA,"Mankato, MN",31860,2023,2,310.87,
traditional,all-transactions,quarterly,MSA,"Mansfield, OH",31900,2023,1,229.34,
traditional,all-transactions,quarterly,MSA,"Mansfield, OH",31900,2023,2,259.33,
traditional,all-transactions,quarterly,MSA,"McAllen-Edinburg-Mission, TX",32580,2023,1,258.61,
traditional,all-transactions,quarterly,MSA,"McAllen-Edinburg-Mission, TX",32580,2023,2,274.22,
traditional,all-transactions,quarterly,MSA,"Medford, OR",32780,2023,1,358.18,
traditional,all-transactions,quarterly,MSA,"Medford, OR",32780,2023,2,381.5,
traditional,all-transactions,quarterly,MSA,"Memphis, TN-MS-AR",32820,2023,1,268.76,
traditional,all-transactions,quarterly,MSA,"Memphis, TN-MS-AR",32820,2023,2,269.88,
traditional,all-transactions,quarterly,MSA,"Merced, CA",32900,2023,1,343.17,
traditional,all-transactions,quarterly,MSA,"Merced, CA",32900,2023,2,358.03,
traditional,all-transactions,quarterly,MSA,"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2023,1,549.53,
traditional,all-transactions,quarterly,MSA,"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2023,2,563.35,
traditional,all-transactions,quarterly,MSA,"Michigan City-La Porte, IN",33140,2023,1,267.05,
traditional,all-transactions,quarterly,MSA,"Michigan City-La Porte, IN",33140,2023,2,282.06,
traditional,all-transactions,quarterly,MSA,"Midland, MI",33220,2023,1,225.3,
traditional,all-transactions,quarterly,MSA,"Midland, MI",33220,2023,2,239.88,
traditional,all-transactions,quarterly,MSA,"Midland, TX",33260,2023,1,412.34,
traditional,all-transactions,quarterly,MSA,"Midland, TX",33260,2023,2,424.76,
traditional,all-transactions,quarterly,MSA,"Milwaukee-Waukesha, WI",33340,2023,1,278.35,
traditional,all-transactions,quarterly,MSA,"Milwaukee-Waukesha, WI",33340,2023,2,291.85,
traditional,all-transactions,quarterly,MSA,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2023,1,326.92,
traditional,all-transactions,quarterly,MSA,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2023,2,341.05,
traditional,all-transactions,quarterly,MSA,"Missoula, MT",33540,2023,1,471.99,
traditional,all-transactions,quarterly,MSA,"Missoula, MT",33540,2023,2,493.06,
traditional,all-transactions,quarterly,MSA,"Mobile, AL",33660,2023,1,282.07,
traditional,all-transactions,quarterly,MSA,"Mobile, AL",33660,2023,2,275.74,
traditional,all-transactions,quarterly,MSA,"Modesto, CA",33700,2023,1,368.44,
traditional,all-transactions,quarterly,MSA,"Modesto, CA",33700,2023,2,372.73,
traditional,all-transactions,quarterly,MSA,"Monroe, LA",33740,2023,1,251.38,
traditional,all-transactions,quarterly,MSA,"Monroe, LA",33740,2023,2,260.96,
traditional,all-transactions,quarterly,MSA,"Monroe, MI",33780,2023,1,230.7,
traditional,all-transactions,quarterly,MSA,"Monroe, MI",33780,2023,2,237.23,
traditional,all-transactions,quarterly,MSA,"Montgomery, AL",33860,2023,1,202.45,
traditional,all-transactions,quarterly,MSA,"Montgomery, AL",33860,2023,2,205.17,
traditional,all-transactions,quarterly,MSA,"Montgomery County-Bucks County-Chester County, PA (MSAD)",33874,2023,1,306.38,
traditional,all-transactions,quarterly,MSA,"Montgomery County-Bucks County-Chester County, PA (MSAD)",33874,2023,2,316.78,
traditional,all-transactions,quarterly,MSA,"Morgantown, WV",34060,2023,1,281.47,
traditional,all-transactions,quarterly,MSA,"Morgantown, WV",34060,2023,2,281.06,
traditional,all-transactions,quarterly,MSA,"Morristown, TN",34100,2023,1,338.36,
traditional,all-transactions,quarterly,MSA,"Morristown, TN",34100,2023,2,337.65,
traditional,all-transactions,quarterly,MSA,"Mount Vernon-Anacortes, WA",34580,2023,1,386.41,
traditional,all-transactions,quarterly,MSA,"Mount Vernon-Anacortes, WA",34580,2023,2,421.77,
traditional,all-transactions,quarterly,MSA,"Muncie, IN",34620,2023,1,229.49,
traditional,all-transactions,quarterly,MSA,"Muncie, IN",34620,2023,2,243.85,
traditional,all-transactions,quarterly,MSA,"Muskegon, MI",34740,2023,1,314.93,
traditional,all-transactions,quarterly,MSA,"Muskegon, MI",34740,2023,2,336.79,
traditional,all-transactions,quarterly,MSA,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2023,1,371.36,
traditional,all-transactions,quarterly,MSA,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2023,2,383.26,
traditional,all-transactions,quarterly,MSA,"Napa, CA",34900,2023,1,428.22,
traditional,all-transactions,quarterly,MSA,"Napa, CA",34900,2023,2,427.26,
traditional,all-transactions,quarterly,MSA,"Naples-Marco Island, FL",34940,2023,1,558.25,
traditional,all-transactions,quarterly,MSA,"Naples-Marco Island, FL",34940,2023,2,564.93,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023,1,440.31,
traditional,all-transactions,quarterly,MSA,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023,2,449.66,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2023,1,405.0,
traditional,all-transactions,quarterly,MSA,"Nassau County-Suffolk County, NY (MSAD)",35004,2023,2,413.46,
traditional,all-transactions,quarterly,MSA,"Newark, NJ-PA (MSAD)",35084,2023,1,316.67,
